Sold,Selling Price,Make,Model,Mileage,Displacement (L),Aspiration,Cylinder Config,Drivetrain,Transmission,Gears,Body Style,Exterior Color,Interior Color,Title Status,Location,Seller Type,Model Year Age,Has Executive Package,Has Carbon Equipment,Has Lane Tracking Equipment,Has Leather Equipment,Has Premium Sound,Has Sunroof,Has Accident History,Has Cosmetic Flaw,Has Modifications
True,15500.0,nissan,300zx,144400.0,3.0,turbocharged,v6,RWD,manual,5.0,coupe,Gray,Black,clean,ca,private party,35,0,0,0,0,0,0,0,1,1
False,42500.0,bmw,2 series,21200.0,3.0,turbocharged,i6,4WD/AWD,automatic,8.0,coupe,Other,Black,clean,ny,private party,2,0,0,0,0,0,0,0,1,0
False,60000.0,dodge,challenger,8800.0,6.2,supercharged,v8,RWD,automatic,8.0,coupe,Other,Black,clean,ks,private party,2,0,0,0,1,1,0,0,1,1
True,5140.0,bmw,3 series,101000.0,3.0,Naturally Aspirated,i6,RWD,automatic,5.0,coupe,Other,Gray,clean,ca,private party,19,0,0,0,1,0,1,0,1,1
False,20500.0,mercedes-benz,cl amg,83400.0,6.0,turbocharged,v12,RWD,automatic,5.0,coupe,Black,Other,clean,ca,dealer,17,0,0,0,0,0,0,0,1,0
False,110000.0,nissan,r35 gt-r,31500.0,3.8,turbocharged,v6,4WD/AWD,automatic,6.0,coupe,Black,Black,clean,fl,dealer,9,0,1,0,1,0,0,0,1,1
True,124500.0,audi,r8,18800.0,5.2,Naturally Aspirated,v10,4WD/AWD,manual,6.0,coupe,Gray,Black,clean,mn,private party,14,0,1,0,1,0,0,0,1,1
True,22000.0,bmw,e46 m3,92800.0,3.2,Naturally Aspirated,i6,RWD,manual,6.0,coupe,Gray,Other,clean,fl,private party,21,0,0,0,1,0,1,1,1,1
True,8700.0,bmw,3 series,93600.0,3.0,turbocharged,i6,4WD/AWD,automatic,6.0,coupe,White,Black,clean,ma,private party,14,0,0,0,1,0,1,0,1,0
True,13200.0,chevrolet,c5 corvette,52300.0,5.7,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,Blue,Other,clean,md,private party,26,0,0,0,1,0,0,1,1,1
False,6700.0,chevrolet,c3 corvette,7600.0,5.7,Naturally Aspirated,v8,RWD,automatic,3.0,coupe,Black,Black,clean,ca,dealer,46,0,0,0,1,0,0,0,1,0
True,28800.0,ford,mustang,32200.0,5.0,supercharged,v8,RWD,manual,6.0,coupe,Blue,Black,clean,la,private party,8,0,0,0,0,0,0,0,1,1
True,61000.0,chevrolet,c6 corvette,36900.0,6.2,supercharged,v8,RWD,manual,6.0,coupe,Black,Other,clean,ca,private party,15,0,1,0,1,0,0,0,1,1
True,39000.0,jaguar,f-type,61600.0,5.0,supercharged,v8,4WD/AWD,automatic,8.0,coupe,White,Red,clean,pa,dealer,9,0,1,0,0,0,0,0,1,0
True,56021.0,aston martin,vantage,31900.0,4.7,Naturally Aspirated,v8,RWD,automatic,7.0,coupe,Black,Black,clean,fl,private party,9,0,0,0,1,0,0,1,1,0
False,16250.0,bmw,e9x m3,98900.0,4.0,Naturally Aspirated,v8,RWD,automatic,7.0,coupe,White,Black,clean,sakatchewan,private party,14,0,1,0,1,0,0,0,1,1
False,35000.0,porsche,996 911,37200.0,3.6,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Other,Black,clean,fl,private party,23,0,0,0,1,0,0,0,1,1
True,22000.0,datsun,240z,27600.0,2.4,Naturally Aspirated,i6,RWD,manual,4.0,coupe,White,Red,clean,ca,private party,53,0,0,0,0,0,0,1,1,0
True,19250.0,toyota,supra,4300.0,3.0,Naturally Aspirated,i6,RWD,automatic,4.0,coupe,Gray,Gray,clean,ny,private party,36,0,0,0,0,0,0,0,1,0
True,7250.0,volvo,c70,150800.0,2.3,turbocharged,i5,FWD,manual,5.0,coupe,Gray,Gray,clean,oh,dealer,24,0,0,0,1,0,0,1,1,1
True,50500.0,ford,mustang,5900.0,5.2,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Red,Other,clean,il,private party,9,0,0,0,0,0,0,0,0,0
False,9400.0,bmw,1 series,96500.0,3.0,turbocharged,i6,RWD,automatic,7.0,coupe,White,Black,clean,nj,private party,13,0,0,0,1,0,0,1,1,1
False,113000.0,mclaren,570gt,12000.0,3.8,turbocharged,v8,RWD,automatic,7.0,coupe,White,Other,clean,ca,private party,8,0,0,0,1,0,0,0,1,1
True,3600.0,bmw,3 series,205100.0,2.5,Naturally Aspirated,i6,RWD,manual,5.0,coupe,White,Gray,clean,nv,private party,23,0,0,0,1,0,1,0,1,0
True,28250.0,pontiac,firebird,91400.0,2.0,turbocharged,i4,RWD,manual,6.0,coupe,Other,Black,clean,wa,private party,58,0,0,0,0,0,0,0,1,0
False,284000.0,ferrari,296,1200.0,3.0,,,RWD,automatic,8.0,coupe,Other,Other,clean,fl,dealer,2,0,1,0,1,0,0,0,0,0
False,15988.0,mazda,fd rx-7,22200.0,1.3,turbocharged,rotary,RWD,manual,5.0,coupe,White,Black,clean,in,private party,32,0,0,0,0,0,0,0,1,1
False,135500.0,porsche,992 911,300.0,3.0,turbocharged,flat-6,RWD,manual,7.0,coupe,Blue,Black,clean,tx,private party,1,0,0,0,1,0,0,0,0,0
True,8700.0,jaguar,xk,101200.0,4.2,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Black,Other,clean,ca,private party,18,0,0,0,1,0,0,0,1,0
True,71850.0,mercedes-benz,amg gt,25400.0,4.0,turbocharged,v8,RWD,automatic,7.0,coupe,Other,Black,clean,nc,private party,9,0,1,1,1,1,0,0,1,1
True,33000.0,bmw,z3,82900.0,3.2,Naturally Aspirated,i6,RWD,manual,5.0,coupe,Blue,Other,clean,pa,dealer,26,0,0,0,1,0,1,0,1,1
True,9900.0,nissan,370z,142500.0,3.7,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Gray,Black,clean,az,dealer,16,0,0,0,0,0,0,1,1,1
True,130000.0,nissan,r34 skyline,117000.0,2.6,turbocharged,i6,4WD/AWD,manual,6.0,coupe,Blue,Gray,clean,ca,dealer,25,0,0,0,0,0,0,0,1,1
True,36500.0,mazda,fd rx-7,65500.0,1.3,turbocharged,rotary,RWD,manual,5.0,coupe,Red,Black,clean,ny,private party,32,0,0,0,1,0,1,1,1,1
False,27750.0,ford,mustang,34600.0,5.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Black,Black,clean,fl,private party,13,0,0,0,0,0,0,0,1,1
True,63001.0,pontiac,firebird,4800.0,6.6,Naturally Aspirated,v8,RWD,manual,4.0,coupe,Gray,Gray,clean,nm,private party,46,0,0,0,1,0,0,0,1,0
True,5600.0,toyota,solara,127000.0,3.0,Naturally Aspirated,v6,FWD,automatic,4.0,coupe,White,Other,clean,md,dealer,25,0,0,0,1,0,1,0,1,0
True,14100.0,audi,tt,35700.0,1.8,turbocharged,i4,4WD/AWD,manual,6.0,coupe,Gray,Other,clean,ca,private party,24,0,0,0,1,0,0,0,1,1
False,8150.0,volkswagen,beetle,46800.0,1.6,Naturally Aspirated,flat-4,RWD,manual,4.0,coupe,Gray,Other,clean,nj,private party,62,0,0,0,0,0,0,0,1,0
True,30000.0,autozam,az-1,51200.0,0.7,turbocharged,i3,RWD,manual,5.0,coupe,Red,Gray,clean,wa,dealer,32,0,0,0,0,0,0,0,0,1
True,42250.0,bmw,e9x m3,50200.0,4.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Black,Black,clean,fl,dealer,12,0,1,0,1,0,0,0,1,1
False,19000.0,toyota,corolla,77900.0,,,,RWD,manual,5.0,coupe,Other,Black,clean,ca,private party,53,0,0,0,0,0,0,0,0,0
True,24000.0,bmw,e9x m3,120700.0,4.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Gray,Black,clean,sc,private party,15,0,1,0,1,0,1,0,1,1
True,21000.0,nissan,r33 skyline,74000.0,2.5,turbocharged,i6,RWD,manual,5.0,coupe,Black,Gray,clean,co,private party,31,0,0,0,0,0,0,1,1,1
True,19000.0,bmw,4 series,79000.0,3.0,turbocharged,i6,RWD,automatic,8.0,coupe,Blue,Black,clean,pa,private party,11,0,0,0,0,0,0,1,1,1
True,61500.0,acura,nsx,105100.0,3.0,Naturally Aspirated,v6,RWD,manual,5.0,coupe,Other,Black,clean,in,private party,31,0,0,0,1,0,0,1,1,1
True,6800.0,nissan,350z,114600.0,3.5,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Gray,Other,clean,fl,dealer,19,0,0,0,0,0,0,0,1,1
False,70500.0,porsche,991 911,47600.0,3.0,turbocharged,flat-6,RWD,manual,7.0,coupe,Black,Black,clean,ca,private party,8,0,0,0,1,0,0,0,1,1
False,13200.0,chevrolet,camaro,75000.0,6.2,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Red,Black,clean,co,private party,10,0,0,0,0,0,0,0,1,1
True,10250.0,ford,mustang,129500.0,5.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Black,Black,clean,fl,dealer,14,0,0,0,1,0,0,0,1,1
True,66000.0,audi,r8,47600.0,4.2,Naturally Aspirated,v8,4WD/AWD,manual,6.0,coupe,Red,Black,clean,ca,private party,16,0,1,0,1,0,0,1,1,1
False,105000.0,porsche,911,,3.3,turbocharged,flat-6,RWD,manual,4.0,coupe,Red,Other,clean,co,dealer,40,0,0,0,1,0,1,0,1,1
True,17250.0,audi,s5,67200.0,4.2,Naturally Aspirated,v8,4WD/AWD,automatic,6.0,coupe,Black,Black,clean,pa,private party,13,0,0,0,0,0,1,1,1,1
True,57274.0,chevrolet,camaro,18800.0,6.2,supercharged,v8,RWD,automatic,10.0,coupe,Blue,Black,clean,tn,private party,6,0,1,0,0,0,0,0,1,1
True,15000.0,ford,mustang,56600.0,4.6,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Other,Black,clean,va,private party,22,0,0,0,1,0,0,0,1,1
True,22250.0,mazda,fc rx-7,68900.0,1.3,turbocharged,rotary,RWD,manual,5.0,coupe,Red,Gray,clean,ny,private party,37,0,0,0,0,0,1,0,1,1
False,135786.0,porsche,992 911,9800.0,3.0,turbocharged,flat-6,RWD,automatic,8.0,coupe,White,Black,clean,nm,private party,3,0,1,0,0,0,1,0,0,1
True,32000.0,nissan,370z,15800.0,3.7,Naturally Aspirated,v6,RWD,manual,6.0,coupe,White,Black,clean,ks,private party,9,0,0,0,1,0,0,0,1,1
True,7500.0,bmw,3 series,126400.0,2.5,Naturally Aspirated,i6,RWD,manual,5.0,coupe,Gray,Gray,clean,ca,private party,39,0,0,0,1,0,0,0,1,1
True,30200.0,bmw,m2,52800.0,3.0,turbocharged,i6,RWD,automatic,7.0,coupe,Other,Black,clean,ca,private party,9,1,1,0,1,0,0,0,1,1
True,91000.0,acura,nsx,135300.0,3.2,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Other,Black,clean,ny,private party,22,0,0,0,1,0,0,1,1,0
True,72827.0,chevrolet,c8 corvette,2600.0,6.2,Naturally Aspirated,v8,RWD,automatic,8.0,coupe,Gray,Other,clean,va,private party,2,0,0,0,0,0,0,0,1,0
True,35000.0,bmw,f8x m4,78200.0,3.0,turbocharged,i6,RWD,automatic,7.0,coupe,White,Black,clean,ca,private party,7,1,1,0,1,0,0,0,1,0
True,21000.0,ford,mustang,37000.0,5.0,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Red,Black,clean,pa,private party,12,0,0,0,1,0,0,0,1,1
True,9700.0,bmw,3 series,100000.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,Gray,Black,clean,fl,dealer,16,0,0,0,0,0,1,0,1,0
False,16005.0,chevrolet,camaro,31900.0,6.2,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,White,Black,clean,nh,private party,15,0,0,0,1,0,1,0,1,0
True,90500.0,porsche,981 cayman,18300.0,3.8,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Black,Black,clean,ca,private party,9,0,1,0,1,0,0,0,1,1
False,130000.0,chevrolet,chevelle,53700.0,7.4,Naturally Aspirated,v8,RWD,manual,4.0,coupe,Other,Black,clean,fl,dealer,55,0,0,0,0,0,0,0,0,0
False,128500.0,porsche,992 911,2600.0,3.0,turbocharged,flat-6,RWD,manual,7.0,coupe,Other,Black,clean,tn,private party,1,0,0,0,1,0,1,0,0,0
True,14100.0,bmw,e46 m3,165600.0,3.2,Naturally Aspirated,i6,RWD,automatic,6.0,coupe,Gray,Red,clean,ca,private party,23,0,0,0,1,0,0,0,1,0
False,93000.0,mercedes-benz,amg gt,8100.0,4.0,turbocharged,v8,RWD,automatic,7.0,coupe,Black,Black,clean,fl,private party,4,0,1,0,1,1,0,0,1,1
False,26750.0,porsche,987 cayman,6400.0,2.9,Naturally Aspirated,flat-6,RWD,automatic,7.0,coupe,Red,Other,clean,fl,private party,16,0,0,0,1,0,0,0,1,1
True,28250.0,mazda,fd rx-7,300.0,,electric,motor,RWD,automatic,,coupe,Blue,Black,clean,tx,private party,32,0,0,0,0,0,1,1,1,1
True,2422.0,chevrolet,corvair,31800.0,2.4,Naturally Aspirated,flat-6,RWD,manual,3.0,coupe,White,Red,clean,ca,private party,63,0,0,0,0,0,0,0,1,0
False,95000.0,lamborghini,gallardo,20300.0,5.0,Naturally Aspirated,v10,4WD/AWD,automatic,6.0,coupe,Other,Other,clean,ab,private party,17,0,1,0,0,0,0,0,1,1
False,66500.0,ford,mustang,650.0,5.0,supercharged,v8,RWD,manual,6.0,coupe,Other,Other,clean,or,private party,8,0,0,0,1,0,0,0,0,1
False,16500.0,porsche,987 cayman,104100.0,2.7,Naturally Aspirated,flat-6,RWD,manual,5.0,coupe,Gray,Black,clean,co,dealer,18,0,0,0,1,0,0,1,1,1
True,43500.0,dodge,challenger,22200.0,6.4,Naturally Aspirated,v8,RWD,automatic,8.0,coupe,Other,Black,clean,mi,private party,5,0,1,0,1,1,1,0,1,0
True,23250.0,porsche,944,94500.0,2.5,turbocharged,i4,RWD,manual,5.0,coupe,Gray,Other,clean,wa,private party,37,0,0,0,0,0,1,1,1,1
True,29500.0,jaguar,f-type,23800.0,3.0,supercharged,v6,RWD,automatic,8.0,coupe,Red,Other,clean,tn,private party,10,0,0,0,0,0,0,0,1,0
False,25250.0,ford,mustang,11000.0,5.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Other,Black,clean,british,private party,12,0,0,0,0,0,0,0,0,1
False,60000.0,toyota,supra,79300.0,3.0,turbocharged,i6,RWD,automatic,4.0,coupe,Blue,Black,clean,nj,private party,32,0,0,0,0,0,0,0,1,1
False,19750.0,ford,mustang,45200.0,5.0,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Black,Black,clean,tx,private party,11,0,0,0,1,0,0,1,1,1
True,6800.0,nissan,300zx,94200.0,3.0,Naturally Aspirated,v6,RWD,manual,5.0,coupe,Other,Gray,registered,bc,private party,34,0,0,0,0,0,0,0,1,1
True,7103.0,arcimoto,fuv,900.0,,electric,motors,FWD,automatic,,coupe,Red,Black,clean,wa,private party,4,0,0,0,0,0,0,0,0,0
True,66000.0,mercedes-benz,s-class,7800.0,4.0,turbocharged,v8,4WD/AWD,automatic,9.0,coupe,Black,Black,clean,fl,private party,6,0,0,0,1,1,0,0,0,1
False,27500.0,audi,tts,51800.0,2.0,turbocharged,i4,4WD/AWD,automatic,7.0,coupe,Black,Red,clean,tx,private party,6,0,1,0,1,0,0,1,1,1
True,60500.0,porsche,991 911,55500.0,3.4,Naturally Aspirated,flat-6,RWD,manual,7.0,coupe,Black,Black,clean,tx,private party,11,0,0,0,0,0,0,0,1,1
False,85000.0,detomaso,pantera,17700.0,5.8,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Red,Black,clean,ca,dealer,54,0,0,0,1,0,0,0,1,1
True,37000.0,porsche,997 911,104600.0,3.8,Naturally Aspirated,flat-6,RWD,automatic,7.0,coupe,Black,Black,clean,ca,private party,16,0,0,0,0,0,1,1,1,1
True,83200.0,nissan,r35 gt-r,28200.0,3.8,turbocharged,v6,4WD/AWD,automatic,6.0,coupe,Black,Black,clean,nj,private party,12,0,1,0,1,0,0,0,1,1
False,65386.0,mercedes-benz,c-class amg,16400.0,4.0,turbocharged,v8,RWD,automatic,9.0,coupe,Other,Black,clean,fl,private party,4,0,1,0,0,1,0,0,0,1
False,13700.0,volkswagen,corrado,57000.0,2.8,Naturally Aspirated,v6,FWD,automatic,4.0,coupe,Other,Gray,clean,pa,dealer,32,0,0,0,0,0,0,0,1,1
False,28277.0,datsun,240z,61200.0,2.4,Naturally Aspirated,i6,RWD,manual,4.0,coupe,Red,Black,clean,ia,private party,54,0,0,0,0,0,0,0,0,0
False,240000.0,porsche,992 911,2800.0,4.0,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Red,Black,clean,fl,private party,1,0,1,0,0,0,0,0,0,0
True,43500.0,aston martin,vantage,35300.0,4.3,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Gray,Other,clean,ma,private party,18,0,0,0,1,0,0,1,1,1
True,26500.0,bmw,m6,79900.0,5.0,Naturally Aspirated,v10,RWD,automatic,7.0,coupe,Black,Black,clean,nc,private party,17,0,1,0,1,0,0,1,1,1
True,12000.0,bmw,3 series,139100.0,2.5,Naturally Aspirated,i6,RWD,manual,5.0,coupe,Red,Black,clean,ca,private party,35,0,0,0,1,0,1,0,1,1
False,96500.0,porsche,718 cayman,1600.0,4.0,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Gray,Black,clean,oh,dealer,1,0,1,0,1,0,0,0,0,0
True,49350.0,aston martin,db9,14700.0,5.9,Naturally Aspirated,v12,RWD,automatic,6.0,coupe,Black,Black,clean,ia,private party,12,0,0,0,0,0,0,0,1,0
False,32500.0,ford,mustang,5500.0,5.4,supercharged,v8,RWD,manual,6.0,coupe,White,Black,clean,on,dealer,14,0,0,0,1,0,0,0,1,1
True,28000.0,bmw,e9x m3,33000.0,4.0,Naturally Aspirated,v8,RWD,automatic,7.0,coupe,Black,Black,clean,il,private party,16,0,1,0,1,0,0,0,1,1
True,63000.0,bmw,e46 m3,90600.0,3.2,Naturally Aspirated,i6,RWD,manual,6.0,coupe,Blue,Black,clean,tx,private party,24,0,0,0,0,0,0,0,1,1
True,24750.0,mercedes-benz,e-class,66400.0,3.0,turbocharged,v6,RWD,automatic,9.0,coupe,Gray,Blue,clean,ca,private party,7,0,0,0,1,1,1,1,1,1
True,57500.0,bmw,8 series,19000.0,4.4,turbocharged,v8,4WD/AWD,automatic,8.0,coupe,White,Black,clean,ca,private party,3,0,1,0,1,0,0,0,0,1
True,11800.0,chevrolet,camaro,51000.0,5.7,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,Black,Black,clean,tx,private party,37,0,0,0,0,0,0,0,1,1
True,40981.0,porsche,981 cayman,46100.0,2.7,Naturally Aspirated,flat-6,RWD,automatic,7.0,coupe,White,Black,clean,tn,private party,11,0,0,0,1,1,0,0,1,1
True,16401.0,ford,mustang,42600.0,4.6,Naturally Aspirated,v8,RWD,manual,5.0,coupe,Other,Other,clean,va,private party,24,0,0,0,1,0,0,0,1,1
True,28250.0,bmw,m6,51300.0,4.4,turbocharged,v8,RWD,automatic,7.0,coupe,Other,Black,clean,tx,private party,12,1,1,0,0,0,0,0,1,0
False,52500.0,chevrolet,camaro,3000.0,7.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,White,Black,clean,fl,private party,10,0,1,0,0,0,0,0,1,0
True,80500.0,bmw,z3,42200.0,3.2,Naturally Aspirated,i6,RWD,manual,5.0,coupe,Other,Black,clean,ca,dealer,24,0,0,0,1,0,1,0,0,1
False,,chevrolet,c7 corvette,32600.0,6.2,Naturally Aspirated,v8,RWD,automatic,8.0,coupe,Red,Other,clean,az,private party,9,0,0,0,0,0,0,0,1,0
True,201000.0,porsche,992 911,3500.0,3.8,turbocharged,flat-6,4WD/AWD,automatic,8.0,coupe,Other,Black,manufacturer,ga,private party,2,0,1,0,1,1,0,0,0,0
True,41250.0,porsche,996 911,53500.0,3.6,Naturally Aspirated,flat-6,4WD/AWD,manual,6.0,coupe,Gray,Black,clean,wa,private party,23,0,0,0,1,0,1,0,1,1
True,10800.0,bmw,4 series,92700.0,3.0,turbocharged,i6,4WD/AWD,manual,6.0,coupe,Blue,Other,clean,mn,private party,10,0,0,0,1,0,1,0,1,1
True,23000.0,bmw,e9x m3,131000.0,4.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Gray,Red,clean,ca,private party,15,0,1,0,1,0,0,0,1,1
True,7000.0,subaru,impreza,202700.0,2.5,Naturally Aspirated,flat-4,4WD/AWD,automatic,4.0,coupe,Red,Gray,clean,nc,private party,27,0,0,0,1,0,1,0,1,1
True,15500.0,bmw,3 series,40000.0,3.0,Naturally Aspirated,i6,RWD,automatic,6.0,coupe,Black,Black,clean,ca,dealer,12,0,0,0,1,0,1,0,1,0
True,85000.0,porsche,991 911,29000.0,3.4,Naturally Aspirated,flat-6,4WD/AWD,automatic,7.0,coupe,Gray,Black,clean,tx,dealer,10,0,0,0,0,0,0,0,1,0
False,30250.0,bmw,m6,47400.0,5.0,Naturally Aspirated,v10,RWD,manual,6.0,coupe,Gray,Other,clean,fl,dealer,18,0,0,0,1,0,0,0,1,1
True,39750.0,bmw,m2,36200.0,3.0,turbocharged,i6,RWD,automatic,7.0,coupe,Black,Black,clean,ma,private party,5,0,0,0,1,0,0,0,1,1
True,13000.0,mercury,cougar,96800.0,5.8,Naturally Aspirated,v8,RWD,automatic,3.0,coupe,Blue,Blue,clean,ut,dealer,55,0,0,0,0,0,0,0,1,0
True,19666.0,porsche,928,118800.0,5.0,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,White,Blue,clean,md,private party,36,0,0,0,1,0,1,0,1,1
True,25000.0,infiniti,g37,64900.0,3.7,Naturally Aspirated,v6,RWD,manual,6.0,coupe,Black,Black,clean,ca,private party,14,0,0,0,1,0,1,0,1,1
True,7200.0,honda,accord,39600.0,2.3,Naturally Aspirated,i4,FWD,automatic,4.0,coupe,Gray,Other,clean,ca,private party,26,0,0,0,1,0,1,1,1,0
True,17000.0,toyota,mr2,2900.0,2.0,turbocharged,i4,RWD,manual,5.0,coupe,White,Blue,no,ca,private party,34,0,0,0,0,0,0,0,1,1
False,75000.0,mercedes-benz,c-class amg,8000.0,4.0,turbocharged,v8,RWD,automatic,9.0,coupe,Other,Black,clean,ca,dealer,2,0,1,0,0,1,1,0,1,0
True,28250.0,bmw,1 series,38900.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,White,Other,clean,mn,private party,14,0,0,0,1,0,1,0,1,1
True,45750.0,porsche,997 911,109700.0,3.8,Naturally Aspirated,flat-6,4WD/AWD,automatic,5.0,coupe,Blue,Black,clean,wa,private party,19,0,0,0,1,0,0,1,1,1
True,25000.0,maserati,granturismo,39500.0,4.2,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Other,Other,clean,tx,private party,17,0,0,0,1,0,0,0,1,1
True,10000.0,bmw,m6,44500.0,5.0,Naturally Aspirated,v10,RWD,automatic,7.0,coupe,Gray,Black,clean,wi,private party,18,0,1,0,1,0,0,0,1,1
False,115000.0,bentley,continental,22100.0,4.0,turbocharged,v8,4WD/AWD,automatic,8.0,coupe,Other,Black,clean,ca,private party,5,0,0,0,1,0,0,0,1,0
True,25500.0,bmw,2 series,50000.0,3.0,turbocharged,i6,4WD/AWD,automatic,8.0,coupe,Black,Other,clean,pa,private party,7,0,1,0,0,0,0,0,1,1
False,63000.0,audi,rs5,8200.0,2.9,turbocharged,v6,4WD/AWD,automatic,8.0,coupe,White,Black,clean,ca,dealer,1,0,1,0,0,0,0,0,0,0
True,7100.0,acura,integra,66600.0,1.8,Naturally Aspirated,i4,FWD,automatic,4.0,coupe,Gray,Black,clean,ny,dealer,27,0,0,0,1,0,1,1,1,1
True,23750.0,chevrolet,c5 corvette,18100.0,5.7,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Black,Black,clean,tx,private party,24,0,0,0,1,0,0,1,0,0
False,42500.0,bmw,e46 m3,55200.0,3.2,Naturally Aspirated,i6,RWD,manual,6.0,coupe,Red,Red,clean,ca,private party,20,0,0,0,1,0,1,1,1,1
True,25250.0,autozam,az-1,61500.0,0.7,turbocharged,i3,RWD,manual,5.0,coupe,Gray,Black,clean,tn,dealer,32,0,0,0,0,0,0,0,1,1
True,57500.0,chevrolet,c7 corvette,18500.0,6.2,supercharged,v8,RWD,manual,7.0,coupe,White,Black,clean,mo,dealer,10,0,0,0,0,0,0,1,1,1
True,93000.0,porsche,718 cayman,9500.0,4.0,Naturally Aspirated,flat-6,RWD,automatic,7.0,coupe,Other,Black,clean,tx,private party,2,0,0,0,1,0,0,0,1,0
True,268000.0,rolls-royce,wraith,1000.0,6.6,turbocharged,v12,RWD,automatic,8.0,coupe,White,Black,clean,il,private party,4,0,1,0,1,0,0,0,0,0
False,39996.0,porsche,996 911,29300.0,3.6,Naturally Aspirated,flat-6,4WD/AWD,manual,6.0,coupe,Gray,Black,clean,pa,dealer,23,0,0,0,1,0,1,0,1,1
True,19250.0,porsche,987 cayman,62400.0,3.4,Naturally Aspirated,flat-6,RWD,manual,6.0,coupe,Gray,Other,clean,fl,private party,19,0,0,0,1,0,0,0,1,1
True,15000.0,mercedes-benz,e-class,44400.0,3.0,turbocharged,v6,RWD,automatic,7.0,coupe,White,Blue,clean,ny,dealer,10,0,0,0,1,0,1,0,1,0
True,30686.0,chevrolet,c6 corvette,29600.0,6.2,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Other,Other,clean,md,private party,16,0,0,0,1,0,0,0,1,1
False,49177.0,chevrolet,c7 corvette,31800.0,6.2,Naturally Aspirated,v8,RWD,manual,7.0,coupe,Gray,Black,clean,ga,private party,8,0,0,0,1,0,0,0,1,0
False,19000.0,bmw,e9x m3,126600.0,4.0,Naturally Aspirated,v8,RWD,manual,6.0,coupe,Red,Other,clean,tx,private party,17,0,1,0,1,0,0,0,1,1
True,6800.0,chevrolet,c4 corvette,43500.0,5.7,Naturally Aspirated,v8,RWD,automatic,4.0,coupe,Red,Black,clean,il,dealer,33,0,0,0,1,0,0,1,1,1
True,131000.0,acura,nsx,8100.0,3.5,,,4WD/AWD,automatic,9.0,coupe,Red,Other,clean,nv,private party,6,0,1,0,1,0,0,0,1,0
False,60000.0,mazda,fd rx-7,18700.0,1.3,turbocharged,rotary,RWD,manual,5.0,coupe,Red,Black,clean,ca,private party,32,0,0,0,0,0,0,0,1,1
True,33000.0,chevrolet,c7 corvette,62600.0,6.2,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Red,Black,clean,ca,private party,11,0,1,0,0,0,0,1,1,0
True,47500.0,bmw,m2,44800.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,Gray,Black,clean,nj,private party,6,1,1,0,1,0,0,0,1,0
True,18000.0,toyota,mr2,149500.0,3.5,Naturally Aspirated,v6,RWD,manual,5.0,coupe,Red,Black,clean,ca,private party,33,0,0,0,0,0,0,1,1,1
True,15750.0,cadillac,ats,70400.0,2.0,turbocharged,i4,RWD,manual,6.0,coupe,Red,Black,clean,dc,private party,9,0,0,0,1,0,0,1,1,0
True,10900.0,bmw,4 series,116200.0,3.0,turbocharged,i6,RWD,manual,6.0,coupe,White,Red,clean,ma,private party,11,0,0,0,1,0,1,0,1,1
True,20250.0,chevrolet,c6 corvette,75500.0,6.0,Naturally Aspirated,v8,RWD,automatic,6.0,coupe,Red,Other,clean,co,dealer,18,0,0,0,0,0,0,1,1,0
True,67000.0,porsche,997 911,59700.0,3.8,Naturally Aspirated,flat-6,4WD/AWD,manual,6.0,coupe,Black,Black,clean,nc,private party,16,0,0,0,1,0,1,0,1,1
